token_multiset_key,raw_label_count,token_sequence_count,combined_runner_rows,first_date,last_date,candidate_structure,has_same_race_variant_evidence,evidence_status,identity_relationship,decision_basis,confidence,mapping_method,database_action
j | lavelle | r,2,2,28,2017-10-02,2026-04-23,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | ltd | mrs | murray | murray | pty | s | thoroughbreds,2,2,22,2015-01-26,2024-11-16,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | m | m | mrs | r | wanless | wanless,2,2,47,2016-01-30,2026-04-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | m | wall,2,2,111,2015-05-20,2024-04-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | magnier | magnier | mrs | mrs | mrs | obrien | p | shanahan,2,2,5,2017-02-22,2017-08-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | magnier | margaret | ms | mullins | p,2,2,12,2015-10-01,2017-12-31,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | magnier | p,2,2,23,2016-08-24,2018-10-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | monaghan | t,2,2,20,2015-02-21,2019-10-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | moore | osullivan | s | sean,2,2,8,2017-12-14,2019-12-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | moore | partner | s,2,2,63,2015-01-11,2021-06-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | moore | partnership | s,2,2,6,2017-10-19,2019-09-30,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | mrs | r | stark | williams,2,2,80,2015-04-14,2026-03-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | n | raba | ruben | temam,2,2,9,2023-11-05,2026-03-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | p | turner,2,2,28,2022-05-02,2026-04-01,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
j | price | w,2,2,6,2015-01-26,2017-01-09,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
jacqueline | john | magnier | mrs | mrs | obrien,2,2,16,2015-01-09,2015-10-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
jacques | jean | jean | laurent | mme | quere | severine,2,2,6,2024-12-30,2025-11-14,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
jakeman | jane | len | mrs | williams,2,2,52,2015-01-10,2026-02-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
james | opulence | thoroughbreds,2,2,2,2026-05-04,2026-05-13,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
jamie | judy | magee,2,2,16,2015-11-26,2026-05-22,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
jess | mohamed | parize | rafai,2,2,10,2023-08-10,2026-04-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
joanne | john | lavery | lavery,2,2,19,2023-05-27,2025-06-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
jodi | mrs | nora | odonoghue | odonoghue,2,2,6,2024-05-18,2025-06-27,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
john | john | magnier | mcmanus | mrs | mrs | p | ricci | s,2,2,11,2023-05-29,2025-12-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
john | john | magnier | mcmanus | mrs | p,2,2,11,2024-08-01,2026-05-25,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
john | john | mangan | mangan | p | s,2,2,26,2020-11-10,2026-01-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
john | john | moorhouse | nicholls | trading,2,2,32,2015-02-05,2018-08-11,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
john | lynch | patrick | sheridan,2,2,57,2023-03-26,2025-11-02,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
john | m | magnier | magnier | mrs | mrs | mrs | paul | shanahan | v,2,2,8,2018-04-21,2023-05-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
john | m | mrs | mrs | paul | shanahan | weld,2,2,2,2016-06-12,2016-06-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
john | magnier | mary | mrs | ms | slack,2,2,19,2015-07-03,2017-08-07,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
john | magnier | mrs | mrs | paul | shanahan,2,2,92,2015-03-29,2026-04-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
john | moore | susan,2,2,17,2020-10-16,2024-03-30,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
john | peter | rhodes | timmins,2,2,133,2019-05-16,2026-05-17,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
jones | lowe | mound | trowbridge,2,2,19,2015-06-27,2017-09-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
jones | lynne | lyons | mrs | sean,2,2,48,2020-02-21,2026-05-18,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
jousselin | n | s | taudon,2,2,2,2015-01-03,2015-05-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
justwow | ltd | melissa | mrs | oneill,2,2,14,2019-06-19,2022-08-15,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
kagele | ken | shaw | tom,2,2,3,2019-07-28,2020-08-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
katsumi | yoshida,2,2,324,2015-01-04,2026-05-24,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
keith | ollie | pears | west,2,2,27,2016-11-10,2021-03-06,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
ken | mcgarrity | quona | thomson,2,2,19,2017-10-08,2024-10-12,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
kent | spellman | welker | wes,2,2,4,2015-06-19,2018-09-08,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
kieran | ohare | sean | sweeney,2,2,81,2015-04-05,2025-08-29,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
kishore | mirpuri | wojciech | zmiejko,2,2,3,2024-10-12,2025-11-14,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
l | m | miller | miller | mrs | rae | sterling,2,2,5,2019-07-27,2022-05-28,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
lady | limited | oreilly | qatar | racing,2,2,18,2015-04-19,2021-05-04,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
lam | suet | wan,2,2,34,2022-12-21,2026-05-20,reordered_token_sequence,False,candidate_without_same_race_evidence,unresolved,exact owner token multiset candidate without sufficient same-race source evidence,low,,preserve_raw_unresolved
